film_id,date,session,memory_family,raw_agreement,source_quality_state,source_mode,confidence_cap,technical_flags,limits
B6FC_20260506_0035_20247FA6,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0036_4F657303,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0037_3256AEB7,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0038_DCF71BD5,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0039_6572F03A,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0040_3D879750,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0041_6AE24F99,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0042_B89011C5,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0043_FEDBDB13,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0044_162092E9,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0045_4267B83D,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0046_3B2882C2,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0048_64083DC2,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0049_0103A43E,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0050_68A81515,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0051_456CEB35,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0052_2F370743,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0053_AEDCA6AD,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0054_4F75EAB4,2026-05-06,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0001_9D7F6788,2026-05-07,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0101_12593528,2026-05-07,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0201_64FDCE10,2026-05-07,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0301_23872A18,2026-05-07,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0401_266B77FF,2026-05-07,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0501_2F8DC3A3,2026-05-07,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0601_2049CA9D,2026-05-07,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0701_A9330F01,2026-05-07,ASIA_LONDON_HANDOVER,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0801_8729762A,2026-05-07,LONDON_IGNITION,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_0901_840EBDBF,2026-05-07,LONDON_IGNITION,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1001_84D69526,2026-05-07,LONDON_IGNITION,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1101_DF461CC5,2026-05-07,LONDON_MIDDAY_TRANSITION,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1201_D6C4BBD1,2026-05-07,LONDON_MIDDAY_TRANSITION,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1301_BF7C2857,2026-05-07,LONDON_NY_OVERLAP,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1401_EAA2FC9D,2026-05-07,LONDON_NY_OVERLAP,ROTATION_BREATH_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1501_1425BC5D,2026-05-07,LONDON_NY_OVERLAP,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1601_E69D7629,2026-05-07,NY_AFTERNOON,DIRECTIONAL_PROGRESS_MEMORY,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1701_EA08BFA0,2026-05-07,NY_AFTERNOON,DIRECTIONAL_PROGRESS_MEMORY,NUANCED_BY_RAW,SOURCE_QUALITY_STRONG,M1_BAR_PROXY,0.35,RAW_NUANCES_PROXY;PROXY_READING;RETEST_NOT_EXPLICIT_IN_FILM_CARD;NOT_FULL_FOOTPRINT,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
